-2.2508092,-2.7291527,-4.424749,-2.7966018,0.73678744,8.861492,9.026154,7.281193,9.788483,8.9284115,3.6225214,4.7486362,4.302745,7.881991,4.6599083,2.3569725,2.3323936,2.3670073,2.9599957,3.9152493,4.8669596,2.1722007,3.5460236,7.4241667,7.1824822,4.6876383,0.4503115,-2.081121,-2.1685462,-5.857773,-3.9293113,0.3545527
3.4645395,1.1884224,-1.3961258,-2.1272326,2.1174731,8.391429,1.9225221,-6.1326103,-3.016059,1.1850592,-1.1677663,-0.5948218,-2.1291993,1.8333536,2.0466113,2.3532276,2.3286877,2.3632464,-2.69023,-6.5066977,-3.792573,-3.7967687,-3.5857148,-5.3593273,-10.100792,-9.729847,-1.6464574,-1.0221355,-2.6364498,-1.8070922,1.9286351,4.351342
4.2912292,2.3280036,0.8331614,-3.32738,-1.805703,5.6204724,3.945912,-4.6052046,-0.16318893,3.6214874,-1.374727,-7.307189,-4.364086,0.235358,1.0721326,2.3491282,2.3246312,2.3591278,-0.6092236,-2.475699,-3.1346855,-3.9258015,-0.6250837,-3.6666307,-5.5056567,-3.5675678,0.5461098,-2.9273574,-2.468583,0.2797332,5.2171793,4.250449
8.284468,4.215029,3.3563151,0.7975893,3.2212434,10.358227,16.146109,10.902006,10.263496,9.718197,6.1172104,3.6607313,7.958375,7.4941425,3.259751,2.344675,2.3202245,2.3546576,8.295142,10.973921,7.8846703,4.180068,8.171884,6.4567423,1.1955303,6.282769,11.575267,2.3284261,3.1210296,7.1063643,12.431125,14.323803
-6.1600614,-8.974826,-6.2760944,-3.7302656,1.5550476,4.9862146,4.2753825,-0.9621985,0.36992776,-2.1222389,-1.2608094,-0.6574912,2.7635202,1.6354657,1.5429738,2.339869,2.3154685,2.349831,3.5005054,4.970176,3.7954693,-1.3889006,-1.6193415,-1.3134518,-1.5150295,-1.241776,4.9594684,-0.01410681,-1.2223363,-4.2982306,-7.2672253,-7.139413
-16.831583,-10.59732,-9.141325,-9.809513,-6.713071,-0.36872298,0.0013647373,3.0862534,1.9866906,-7.526639,-7.239861,-6.536334,-4.2700043,-0.27082366,1.5180507,2.3347106,2.3103638,2.3446505,-0.08742809,-3.7613416,-5.834451,-8.253905,-9.712471,-3.7355201,-0.97783184,-4.6051292,-2.356512,-7.003226,-7.113858,-10.190916,-13.2809305,-13.5770645
1.6095755,4.3024883,2.0326807,-3.7851179,-2.7259345,4.342871,0.85664153,0.9544909,1.8733971,-2.384739,-1.9557648,-1.0625507,-0.016992047,5.823759,3.9878235,2.3292003,2.3049111,2.3391225,4.79447,2.448221,-1.9444956,-1.7262216,-4.1036057,1.1027887,0.68857455,2.210864,5.796544,2.4397423,-1.7759947,1.2938792,-0.52784085,-0.43425465
5.235155,3.7550716,1.2701583,5.094129,6.112906,9.939098,3.1291118,4.4446907,3.542817,0.40217456,3.1256952,6.323982,5.991965,12.635817,3.547207,2.3233395,2.2991116,2.3332312,11.9415455,7.556515,3.5921535,5.048625,-2.3455548,6.314042,9.529003,6.84381,9.650503,11.301545,6.368125,4.468541,1.2700338,2.3265047
-6.3478017,-7.7355123,-7.9794664,-3.979136,-8.4140625,-3.7474985,-1.3100195,1.929363,-1.2204744,-4.44089,-1.2228422,1.6756836,-3.7137008,1.8019056,5.609906,2.3171287,2.2929654,2.326994,6.0583634,-0.19423437,0.026098967,5.1087103,-4.9847665,-1.0912794,2.6050785,2.97299,1.5633423,-2.0061266,-1.2276329,-6.3870635,-12.9926405,-8.091991
9.215939,4.833276,1.3248982,-5.203688,-8.711849,-13.903874,-13.576733,-8.134586,-8.005041,-10.418596,-6.3017035,-6.526268,-12.045771,-13.330036,-3.8955092,2.310569,2.2864742,2.3204064,-11.278767,-10.291481,-5.645995,-2.22899,-7.838376,-5.372182,-2.1144123,-3.5485644,-5.8089094,-2.9483123,-1.2884032,-2.336273,-1.930604,4.0535717
