-912.64404,-881.3152,-877.55334,-897.4235,-886.7728,-870.18256,-873.14166,-871.0938,-886.4079,-920.02704,-927.52765,-930.8465,-932.54364,-981.5095,-1120.2777,-1129.6917,-1129.7091,-1129.6843,-1020.73065,-934.19666,-919.13995,-922.4627,-924.20337,-910.1176,-879.93896,-880.8653,-889.95654,-879.8756,-884.86115,-881.85657,-871.3213,-878.98315
-11.268231,6.5756674,1.6134199,-11.728607,-2.049254,32.71283,39.965378,51.149475,48.16693,12.534142,-11.844698,-22.675365,-22.167782,-16.223331,-1.7240342,2.3746533,2.3498902,2.3847635,-7.167875,-15.426115,-18.30223,-11.740349,7.3377748,35.443703,46.8346,27.700512,16.417587,13.106555,6.5223026,8.770897,20.061085,19.360924
-7.252323,-15.100062,-14.653324,-8.635898,-4.084946,18.845783,25.154228,23.03638,20.030132,2.9631371,0.50871533,-2.5813475,0.66379094,7.1585426,0.9839885,2.374117,2.3493593,2.3842247,11.097759,5.5667996,-0.033955097,1.7267394,0.47686923,6.312889,18.000612,15.746099,11.756865,4.6454935,2.8684802,-1.5067766,-6.9971256,-7.234536
15.56369,11.298726,11.324043,12.371192,13.029928,17.119675,10.687954,5.9906626,10.445327,7.8969812,7.2017927,-0.5428072,-1.9962552,-3.220891,-0.6584248,2.373223,2.3484747,2.383327,-5.2506495,-6.903158,-7.811822,-2.3140173,6.7973757,10.161039,7.377116,3.8306766,15.620218,17.851116,17.960217,16.105112,13.791124,16.898064
12.662255,13.478497,12.462883,13.498615,10.274456,17.24656,23.282587,23.160679,23.025223,20.45307,19.68322,15.51997,9.876528,8.637346,3.7992783,2.3719716,2.3472364,2.3820684,2.3392015,0.704708,2.9200068,9.227184,16.703531,23.855143,23.313087,25.911976,26.786089,15.296817,11.559715,13.800781,15.482369,17.490578
-9.9826145,-6.6900787,-0.12082654,10.220678,8.1439295,4.730985,11.109367,14.720215,9.631477,13.746106,18.598972,15.458675,14.670074,14.905792,7.2124176,2.370363,2.3456445,2.3804548,9.310265,7.1790104,7.0193357,9.865809,10.583,10.217854,19.3078,21.729479,21.534824,12.587967,9.035495,7.355611,1.1682005,-7.333934
-1.8844261,-2.9123573,-5.3331447,2.499465,-8.566465,-18.34759,-17.957619,-9.513439,-11.572422,-3.8096657,3.2486289,5.4120464,-4.0707326,-5.479583,0.08553147,2.3683975,2.3436995,2.378481,-2.2686563,-5.6745753,0.06410128,3.8431563,0.2514186,-3.5644636,-8.023983,-6.954852,-9.809934,-5.2518725,5.1017456,5.836049,0.77566403,-0.30165723
3.865909,-1.8527088,3.1085577,12.282408,5.7089157,2.2120132,7.7303343,6.6305165,3.0810122,5.2559505,9.721351,7.141921,-0.57242715,-3.380294,0.8279538,2.3660753,2.3414016,2.3761487,0.9665016,1.7552327,8.841911,12.069166,6.479829,5.03094,13.992653,17.812056,16.926458,11.316345,16.20541,12.384451,-3.3411484,-3.949281
13.121238,8.533098,3.047047,3.139182,-2.1964443,0.1917423,-0.30714548,-3.1026218,-7.0550957,-7.499702,-4.3758883,-4.256995,-7.673459,-10.327057,0.70797193,2.3633966,2.3387508,2.373457,-9.390217,-6.2952585,-1.561742,0.3539474,-1.3618217,-3.5294688,-3.4006567,-1.1199098,0.05033505,0.55179703,6.322338,5.6955514,5.1741004,7.72471
-6.0564613,-4.5151787,-3.1983633,-0.9680573,-2.7864106,6.0878325,4.157494,-1.9969863,-0.5632742,3.1706321,1.5673462,4.8194513,4.9038243,3.519556,1.1643881,2.3603623,2.3357482,2.3704114,2.1451998,5.3301663,7.78035,4.147728,2.7274516,0.32524124,0.28801882,-1.408535,1.4230283,-3.0356207,-1.2803658,-5.7707224,-9.6539345,-8.91829
