-455.92737,-395.07645,-368.26422,-367.73514,-373.89337,-373.87814,-382.6865,-392.91098,-394.34512,-392.8664,-378.20505,-381.21436,-382.64566,-373.344,-371.77148,-369.02835,-374.98376,-373.3473,-389.65054,-403.8857,-400.64603,-320.10104,-285.12674,-281.52344,-262.8717,-240.81961,-236.87177,-253.2612,-271.61887,-275.47992,-281.06534,-292.74454,-310.96356,-321.47507,-332.59683,-345.06815,-352.75525,-364.62207,-376.3783,-388.35855,-383.69653,-376.506,-373.04193,-375.91675,-377.66846,-363.22864,-346.66177,-328.65433,-297.79175,-277.46277,-278.1274,-289.2834,-290.89032,-286.88406,-274.5256,-275.634,-282.8478,-289.91754,-301.08444,-305.00366,-311.23148,-318.14166,-318.83282,-322.3805,-318.87558,-321.9825,-316.13956,-311.3146,-296.70825,-288.80017,-291.21143,-295.58466,-295.5544,-295.63797,-295.56717,-300.5386,-303.54178,-347.34146,-417.12286,-461.0141,-489.71805
175.87114,208.9006,222.14566,223.21423,217.40997,214.92157,208.28079,202.65117,201.41,193.82922,185.52974,176.75272,175.41223,172.45868,172.74603,174.8042,174.82953,174.68738,177.04675,173.8841,187.85745,228.91595,243.51999,238.09023,230.93759,225.62491,232.81697,248.39862,239.65976,236.52194,233.75186,226.62813,219.5234,223.84174,218.0984,208.23865,203.43481,200.23544,196.99329,190.07611,185.91193,182.29031,185.63748,191.44162,195.72173,204.29678,205.77292,217.07547,220.88913,233.0953,241.5828,243.15884,239.69467,233.60092,235.74811,234.0471,233.89157,233.30746,226.28293,216.328,217.82321,218.49301,218.77777,219.62042,222.18796,222.85529,224.89513,218.74638,218.5951,221.83633,224.50443,224.96088,233.25684,239.18488,238.00299,238.3053,219.93091,182.36667,180.85254,180.07335,154.10501
88.34442,71.841095,63.34285,62.568226,57.38421,51.94518,49.213684,54.605064,59.837044,57.55661,35.76288,20.212969,13.593454,4.9820685,-0.11865437,0.85787237,10.177288,18.578293,35.977463,44.449913,49.47371,33.427258,12.918343,-6.7247195,-23.787598,-32.804054,-26.757763,-11.84202,-7.10661,-0.8383564,9.043591,14.5221,19.05154,27.984463,29.878544,37.426537,40.690018,39.273464,43.51841,46.12494,40.640995,33.657856,32.68815,39.566025,49.083237,52.07612,45.244003,35.572166,12.23605,9.088804,10.8661785,14.590149,13.037351,6.993864,8.667874,9.8725815,15.24549,18.687588,22.090206,21.601564,26.372696,31.60442,33.836884,33.561306,34.27221,37.30768,37.99271,30.387672,21.026772,17.887028,16.97405,20.209476,22.883362,23.733475,23.153408,10.768832,18.174816,45.224785,75.54982,83.29436,78.2657
61.440163,56.21141,51.7359,46.014317,42.251427,41.476803,42.07152,43.613194,51.952126,59.35467,61.559837,61.92711,54.814785,51.80887,49.914646,50.588142,50.110558,54.55706,57.976696,57.73826,47.76805,43.22411,48.391182,47.248596,43.19342,39.898148,34.746887,25.922207,20.69485,30.877876,38.887215,43.796932,46.203133,47.184074,47.65616,49.051945,55.695705,64.19992,61.31662,60.200905,65.166534,73.29912,73.17146,69.00751,70.03614,71.52612,72.989525,68.75987,65.19856,61.873734,50.789375,40.280296,36.297146,33.133514,38.90233,39.11845,40.092064,41.010593,45.764336,50.952442,51.12861,53.48749,51.711464,44.85337,47.727936,49.476868,51.32538,52.42744,56.426743,55.494614,46.232742,46.37761,43.111156,41.046265,46.917496,32.56775,16.72603,31.62168,50.71364,48.33235,49.680176
18.151455,14.198062,10.28624,7.373561,10.2740555,13.109646,13.503576,9.352871,8.56056,4.9167824,5.2570887,16.853582,21.501701,15.120064,21.139584,21.775652,15.558583,5.070048,6.114955,5.193798,10.717617,-0.94495964,-1.7283909,-3.2301702,-7.074935,-8.543211,-15.737728,-22.660889,-25.291567,-23.935463,-27.545593,-31.144205,-25.487427,-15.199922,-5.9145517,-5.023356,-4.7398634,3.5953813,6.8604546,6.6946077,4.107348,6.0146027,9.450405,11.443383,8.160364,-0.15580204,-2.2821205,-3.192395,-12.762012,-15.998413,-16.807808,-18.230728,-18.098066,-23.565554,-26.09131,-31.246847,-29.104511,-26.159546,-22.76165,-26.528206,-26.848091,-21.799896,-22.73484,-22.796883,-22.65895,-23.55136,-27.060387,-30.90607,-30.947914,-31.680202,-33.171288,-30.29104,-31.402447,-29.009546,-22.276423,-6.904507,-6.8092713,-3.265741,11.885876,19.748848,25.018126
-0.9534396,-7.804616,-10.118376,-8.372976,-3.698653,-3.1898308,-7.1525326,-8.48307,-12.309816,-15.41362,-19.34377,-16.646715,-7.4517813,-5.7161293,-3.0699525,-1.8387052,2.5381167,-2.069895,-3.0827897,-2.5928626,-3.2641258,-41.4687,-70.96546,-82.383484,-80.491714,-74.13407,-76.3605,-75.17792,-70.05502,-67.834526,-64.76817,-61.912132,-59.957516,-50.699768,-38.593327,-30.648916,-28.172844,-25.189934,-17.366398,-15.096527,-17.922043,-24.344145,-25.719501,-24.35413,-28.12761,-45.441303,-57.68856,-72.48303,-85.03284,-85.39548,-83.86862,-82.24463,-74.42131,-73.10135,-71.09912,-74.3683,-74.08797,-72.88562,-69.6437,-70.98334,-71.92786,-69.15195,-64.545296,-60.701675,-62.62747,-66.81192,-70.07594,-71.52154,-73.30838,-73.1386,-68.07529,-66.35109,-72.19862,-72.86891,-71.13985,-51.669605,-19.827168,-1.5491865,1.7468655,0.52849567,10.526486
-4.905514,-5.6076984,-2.8042078,-1.671767,4.2594757,6.4112935,7.1210866,9.21799,10.150492,8.9246025,11.003639,15.119385,19.007591,22.12136,18.873032,13.844964,14.808933,14.12866,12.545484,12.4516945,3.283678,-16.73878,-20.445662,-17.435617,-14.879168,-8.969443,-12.567674,-16.685091,-24.63345,-19.157097,-13.558554,-6.931224,-6.364156,-4.589647,-1.0919725,2.713656,8.741022,14.565243,17.542591,22.244152,25.815495,28.575432,22.413197,13.821143,9.305569,-5.9598827,-18.049538,-21.144424,-17.948078,-21.080017,-23.82088,-26.374702,-26.046516,-28.577974,-25.365477,-25.820179,-28.752518,-25.771994,-24.462551,-21.800209,-20.85402,-21.493195,-22.310043,-24.22134,-23.525492,-24.943031,-25.62667,-25.07983,-23.84037,-20.004803,-19.52864,-17.867567,-17.868828,-14.270404,-10.477819,-7.874168,-2.6705937,9.397334,10.599753,10.786731,14.35524
-5.4006844,-6.709132,-0.7460192,0.034646988,4.3157997,7.4431205,12.9150305,15.259274,19.534004,16.946613,13.7819805,14.315693,14.128469,10.383923,6.361444,-0.83359945,-3.599874,-2.6672113,3.203792,4.151407,2.7633977,16.033043,26.676474,32.929916,35.168953,45.825527,47.81806,46.63114,46.288567,48.130745,45.42596,38.224342,32.136913,26.492912,17.420147,16.386482,14.626598,12.773457,17.776766,24.36066,22.093563,22.08438,22.835985,20.78386,17.75848,13.664003,13.656551,29.18332,33.717457,35.69138,41.005146,48.47387,53.985283,53.747425,54.629433,53.993553,51.999275,54.32002,54.5383,54.849655,53.906216,52.6882,52.299316,50.585594,48.898926,48.534058,46.8769,46.341766,46.329166,49.71833,47.5618,51.2566,50.303955,47.787773,47.397896,38.267143,37.720695,39.136726,29.684612,20.418732,16.160526
-10.818199,-18.077496,-16.956434,-16.329618,-15.027452,-14.106325,-10.751965,-7.0006423,-0.25864965,3.2123752,1.8158537,0.04111537,3.098214,0.9723184,1.1755456,0.46093282,2.5098705,3.8146262,12.793894,15.225208,5.888458,-4.3796997,-4.189439,-0.7597814,-3.82344,-7.106077,-4.6926513,4.7476397,9.960869,7.2999616,3.9953532,-1.2155887,-8.062565,-11.36622,-16.953857,-17.992376,-14.303577,-5.119348,0.7333001,1.7091023,4.4937572,-0.44040105,-2.3769228,-3.2183428,-10.299404,-15.872649,-15.19887,-5.122494,-7.3013306,-6.080799,-1.5581442,4.503993,10.129465,9.354901,3.2000494,1.8730168,2.6211243,3.997401,5.537608,1.4064066,3.6038473,8.332826,10.074147,11.363388,9.071542,12.711575,10.528135,7.236575,7.8783026,5.324258,6.478231,8.837863,6.8813176,-1.0551828,-6.401031,-4.460905,-2.1984863,2.745994,8.476274,13.584602,11.080473
-2.7700543,-6.946784,-7.6614017,-6.3888226,-5.3257866,-7.19477,-9.699658,-5.89548,-3.2511117,1.7086109,6.2214394,9.097599,15.085328,21.445845,22.6623,20.652153,18.854677,18.999466,21.264702,21.79842,8.065131,3.4468932,1.4653059,4.036397,1.6523854,4.189879,6.1112413,-1.5230145,-9.667869,-11.738892,-8.584862,-7.7052045,-8.107216,-7.1246586,-8.088642,-8.564902,-6.6993237,-3.5076666,-5.490996,-4.416503,4.7453156,5.228324,-3.415279,-5.885863,-7.1827254,-6.4133377,-2.917908,0.47821411,1.0151547,-4.3100796,-10.0253315,-16.869152,-19.234484,-18.992737,-21.188877,-20.596962,-19.224373,-16.262115,-17.104088,-17.499777,-14.570265,-11.415389,-14.424572,-16.808067,-14.734797,-11.696327,-10.327662,-13.644807,-9.795364,-9.347713,-12.238522,-12.897848,-15.524528,-17.25872,-15.39444,-13.437773,-7.395242,2.8405867,6.2223744,7.6436872,7.0860705
